is_canceled,deposit_type,lead_time,country
1,No Deposit,104,BEL
1,No Deposit,110,POL
1,No Deposit,21,rare
1,No Deposit,30,FRA
1,No Deposit,30,GBR
1,No Deposit,175,rare
1,No Deposit,110,FRA
1,No Deposit,128,BEL
1,No Deposit,30,FRA
1,No Deposit,175,GBR
1,No Deposit,171,rare
1,No Deposit,202,POL
1,No Deposit,171,rare
1,No Deposit,202,POL
1,No Deposit,178,DEU
1,No Deposit,7,CHE
1,No Deposit,284,rare
1,No Deposit,19,PRT
1,No Deposit,114,POL
1,No Deposit,165,rare
1,No Deposit,23,PRT
1,No Deposit,116,IRL
1,No Deposit,212,PRT
1,No Deposit,105,rare
1,No Deposit,202,FRA
1,No Deposit,132,rare
1,No Deposit,31,FRA
1,No Deposit,28,rare
1,No Deposit,26,GBR
1,No Deposit,28,rare
1,No Deposit,28,rare
1,No Deposit,190,BEL
1,No Deposit,28,rare
1,No Deposit,175,DEU
1,No Deposit,118,BEL
1,No Deposit,184,GBR
1,No Deposit,113,rare
1,No Deposit,111,rare
1,No Deposit,164,GBR
1,No Deposit,137,DEU
1,No Deposit,203,DEU
1,No Deposit,25,rare
1,No Deposit,29,FRA
1,No Deposit,39,rare
1,No Deposit,18,rare
1,No Deposit,81,PRT
1,No Deposit,63,USA
1,No Deposit,213,PRT
1,No Deposit,43,USA
1,No Deposit,21,FRA
1,No Deposit,334,GBR
1,No Deposit,231,PRT
1,No Deposit,72,rare
1,No Deposit,136,CHE
1,No Deposit,81,rare
1,No Deposit,46,rare
1,No Deposit,79,DEU
1,No Deposit,134,GBR
1,No Deposit,228,USA
1,No Deposit,148,USA
1,No Deposit,220,GBR
1,No Deposit,228,USA
1,No Deposit,93,PRT
1,No Deposit,61,USA
1,No Deposit,203,DEU
1,No Deposit,5,USA
1,No Deposit,184,rare
1,No Deposit,206,BEL
1,No Deposit,12,USA
1,Non Refund,157,PRT
1,No Deposit,227,rare
1,No Deposit,46,rare
1,No Deposit,46,rare
1,No Deposit,16,rare
1,No Deposit,52,rare
1,No Deposit,118,rare
1,No Deposit,105,IRL
1,No Deposit,58,FRA
1,No Deposit,295,DEU
1,No Deposit,61,FRA
1,No Deposit,197,FRA
1,No Deposit,110,PRT
1,Non Refund,196,PRT
1,No Deposit,113,FRA
1,No Deposit,123,PRT
1,No Deposit,123,PRT
1,No Deposit,118,rare
1,No Deposit,34,FRA
1,No Deposit,52,rare
1,No Deposit,57,PRT
1,No Deposit,136,rare
1,No Deposit,106,DEU
1,No Deposit,201,FRA
1,No Deposit,28,rare
1,No Deposit,92,rare
1,No Deposit,139,PRT
1,No Deposit,20,BEL
1,No Deposit,327,USA
1,No Deposit,84,FRA
1,No Deposit,13,ESP
1,No Deposit,103,BEL
1,No Deposit,19,rare
1,No Deposit,92,rare
1,No Deposit,16,GBR
1,No Deposit,67,PRT
1,No Deposit,16,rare
1,No Deposit,43,FRA
1,No Deposit,14,rare
1,No Deposit,32,FRA
1,No Deposit,99,NOR
1,No Deposit,29,rare
1,No Deposit,143,rare
1,No Deposit,102,USA
1,No Deposit,103,FRA
1,No Deposit,40,USA
1,No Deposit,29,rare
1,No Deposit,124,rare
1,No Deposit,144,rare
1,No Deposit,32,rare
1,No Deposit,12,DEU
1,No Deposit,114,FRA
1,No Deposit,117,rare
1,No Deposit,54,PRT
1,No Deposit,32,rare
1,No Deposit,19,GBR
1,No Deposit,2,PRT
1,No Deposit,34,PRT
1,No Deposit,7,PRT
1,No Deposit,14,rare
1,No Deposit,21,PRT
1,Non Refund,82,PRT
1,Non Refund,100,PRT
1,No Deposit,69,GBR
1,No Deposit,16,DEU
1,No Deposit,20,PRT
1,No Deposit,151,rare
1,No Deposit,15,FRA
1,No Deposit,8,ESP
1,No Deposit,9,IRL
1,Non Refund,152,PRT
1,No Deposit,82,USA
1,No Deposit,165,rare
1,No Deposit,82,USA
1,Non Refund,266,PRT
1,No Deposit,67,GBR
1,No Deposit,106,PRT
1,Non Refund,271,PRT
1,No Deposit,180,FRA
1,No Deposit,115,FRA
1,No Deposit,175,rare
1,Non Refund,172,PRT
1,No Deposit,32,DEU
1,No Deposit,40,rare
1,No Deposit,15,rare
1,No Deposit,108,FRA
1,No Deposit,9,USA
1,No Deposit,59,rare
1,No Deposit,130,POL
1,No Deposit,14,rare
1,No Deposit,198,DEU
1,No Deposit,83,USA
1,No Deposit,267,rare
1,No Deposit,214,POL
1,No Deposit,54,PRT
1,No Deposit,54,FRA
1,No Deposit,125,rare
1,No Deposit,118,NOR
1,No Deposit,3,GBR
1,No Deposit,24,FRA
1,No Deposit,72,rare
1,No Deposit,7,rare
1,Non Refund,148,PRT
1,Non Refund,143,PRT
1,No Deposit,15,PRT
1,Non Refund,199,PRT
1,Non Refund,143,PRT
1,Non Refund,199,PRT
1,No Deposit,6,rare
1,No Deposit,15,PRT
1,No Deposit,205,POL
1,No Deposit,140,FRA
1,No Deposit,9,rare
1,Non Refund,192,PRT
1,No Deposit,48,GBR
1,No Deposit,25,FRA
1,Non Refund,143,PRT
1,No Deposit,48,GBR
1,No Deposit,219,GBR
1,No Deposit,69,ROU
1,No Deposit,28,PRT
1,No Deposit,15,ESP
1,No Deposit,122,GBR
1,No Deposit,129,GBR
1,No Deposit,39,POL
1,Non Refund,170,PRT
1,No Deposit,265,PRT
1,No Deposit,93,DEU
1,No Deposit,47,CHE
1,No Deposit,107,POL
1,No Deposit,247,POL
1,No Deposit,252,IRL
1,No Deposit,52,rare
1,No Deposit,17,DEU
1,No Deposit,140,FRA
1,No Deposit,110,GBR
1,No Deposit,40,GBR
1,No Deposit,265,PRT
1,No Deposit,133,GBR
1,No Deposit,28,rare
1,No Deposit,49,rare
1,No Deposit,322,PRT
1,No Deposit,39,rare
1,Non Refund,192,PRT
1,No Deposit,242,GBR
1,No Deposit,108,ESP
1,Non Refund,161,PRT
1,No Deposit,96,rare
1,No Deposit,15,FRA
1,No Deposit,7,ESP
1,No Deposit,83,IRL
1,No Deposit,97,rare
1,No Deposit,123,GBR
1,No Deposit,77,IRL
1,No Deposit,108,ESP
1,No Deposit,15,FRA
1,No Deposit,121,rare
1,No Deposit,13,rare
1,No Deposit,49,GBR
1,No Deposit,150,BEL
1,No Deposit,206,rare
1,No Deposit,111,GBR
1,No Deposit,189,PRT
1,No Deposit,116,FRA
1,No Deposit,9,FRA
1,No Deposit,104,FRA
1,No Deposit,58,DEU
1,No Deposit,85,GBR
1,No Deposit,81,FRA
1,No Deposit,168,rare
1,No Deposit,260,ESP
1,No Deposit,148,DEU
1,No Deposit,17,rare
1,No Deposit,99,rare
1,No Deposit,93,BEL
1,No Deposit,85,rare
1,No Deposit,111,FRA
1,No Deposit,175,FRA
1,No Deposit,165,PRT
1,No Deposit,23,FRA
1,No Deposit,15,FRA
1,No Deposit,99,rare
1,No Deposit,81,GBR
1,No Deposit,16,FRA
1,No Deposit,99,rare
1,No Deposit,98,FRA
1,No Deposit,117,IRL
1,No Deposit,232,rare
1,No Deposit,182,DEU
1,No Deposit,102,rare
1,No Deposit,206,GBR
1,No Deposit,233,rare
1,No Deposit,15,FRA
1,No Deposit,172,GBR
1,No Deposit,117,FRA
1,No Deposit,8,PRT
1,No Deposit,189,PRT
1,No Deposit,9,rare
1,No Deposit,102,FRA
1,No Deposit,56,rare
1,No Deposit,78,NOR
1,No Deposit,39,rare
1,No Deposit,90,FRA
1,No Deposit,60,USA
1,No Deposit,55,PRT
1,No Deposit,99,FRA
1,No Deposit,102,IRL
1,No Deposit,67,FRA
1,No Deposit,31,GBR
1,No Deposit,134,FRA
1,No Deposit,196,FRA
1,No Deposit,155,FRA
1,No Deposit,163,IRL
1,No Deposit,236,FRA
1,Non Refund,162,PRT
1,No Deposit,169,GBR
1,Non Refund,407,PRT
1,No Deposit,93,BEL
1,No Deposit,169,rare
1,No Deposit,86,GBR
1,No Deposit,175,FRA
1,No Deposit,64,GBR
1,No Deposit,117,GBR
1,No Deposit,93,BEL
1,No Deposit,86,GBR
1,Non Refund,407,PRT
1,No Deposit,175,FRA
1,Non Refund,179,PRT
1,No Deposit,18,GBR
1,No Deposit,45,rare
1,No Deposit,93,POL
1,No Deposit,109,PRT
1,No Deposit,190,FRA
1,No Deposit,120,DEU
1,No Deposit,76,FRA
1,No Deposit,229,rare
1,No Deposit,112,PRT
1,No Deposit,95,IRL
1,No Deposit,57,FRA
1,No Deposit,112,IRL
1,No Deposit,101,rare
1,No Deposit,167,rare
1,No Deposit,91,DEU
1,No Deposit,99,DEU
1,No Deposit,99,DEU
1,No Deposit,156,rare
1,No Deposit,91,DEU
1,No Deposit,140,rare
1,No Deposit,117,GBR
1,No Deposit,115,rare
1,No Deposit,102,rare
1,No Deposit,40,USA
1,No Deposit,197,BEL
1,No Deposit,96,rare
1,No Deposit,145,rare
1,No Deposit,88,PRT
1,No Deposit,60,IRL
1,No Deposit,172,FRA
1,No Deposit,230,rare
1,No Deposit,245,DEU
1,No Deposit,88,PRT
1,No Deposit,89,PRT
1,No Deposit,110,BEL
1,No Deposit,38,rare
1,No Deposit,110,BEL
1,No Deposit,94,rare
1,No Deposit,32,rare
1,No Deposit,46,CHE
1,No Deposit,94,rare
1,No Deposit,32,rare
1,No Deposit,86,FRA
1,No Deposit,207,rare
1,No Deposit,100,rare
1,No Deposit,105,GBR
1,No Deposit,100,rare
1,No Deposit,80,GBR
1,No Deposit,105,GBR
1,No Deposit,12,PRT
1,No Deposit,3,PRT
1,No Deposit,17,PRT
1,No Deposit,123,PRT
1,No Deposit,20,FRA
1,No Deposit,7,PRT
1,Non Refund,88,PRT
1,No Deposit,0,rare
1,No Deposit,166,GBR
1,No Deposit,127,GBR
1,No Deposit,170,DEU
1,Non Refund,98,PRT
1,No Deposit,28,PRT
1,No Deposit,97,rare
1,No Deposit,27,NOR
1,No Deposit,42,PRT
1,No Deposit,97,PRT
1,No Deposit,285,GBR
1,No Deposit,49,rare
1,No Deposit,27,rare
1,No Deposit,106,PRT
1,No Deposit,96,rare
1,No Deposit,102,rare
1,No Deposit,142,rare
1,No Deposit,39,PRT
1,No Deposit,102,rare
1,No Deposit,83,USA
1,No Deposit,5,PRT
1,No Deposit,18,PRT
1,No Deposit,173,PRT
1,No Deposit,178,FRA
1,No Deposit,85,FRA
1,No Deposit,181,FRA
1,No Deposit,181,DEU
1,No Deposit,124,rare
1,No Deposit,287,rare
1,No Deposit,84,rare
1,No Deposit,60,FRA
1,No Deposit,62,PRT
1,No Deposit,95,GBR
1,No Deposit,155,rare
1,Refundable,47,rare
1,No Deposit,37,rare
1,No Deposit,50,rare
1,No Deposit,62,PRT
1,No Deposit,212,rare
1,No Deposit,62,PRT
1,No Deposit,177,FRA
1,No Deposit,82,DEU
1,No Deposit,130,ESP
1,Non Refund,5,PRT
1,No Deposit,273,PRT
1,Non Refund,410,PRT
1,No Deposit,273,PRT
1,No Deposit,18,PRT
1,No Deposit,14,PRT
1,No Deposit,56,PRT
1,No Deposit,0,PRT
1,No Deposit,39,PRT
1,No Deposit,141,rare
1,No Deposit,316,USA
1,No Deposit,121,CHE
1,No Deposit,110,PRT
1,No Deposit,305,PRT
1,No Deposit,305,PRT
1,No Deposit,197,rare
1,No Deposit,359,rare
1,No Deposit,196,rare
1,No Deposit,18,rare
1,No Deposit,15,USA
1,No Deposit,48,FRA
1,No Deposit,173,rare
1,No Deposit,76,rare
1,No Deposit,83,rare
1,Non Refund,6,PRT
1,No Deposit,35,PRT
1,No Deposit,0,rare
1,No Deposit,57,USA
1,No Deposit,29,BEL
1,No Deposit,1,PRT
1,No Deposit,57,USA
1,No Deposit,35,PRT
1,No Deposit,34,USA
1,No Deposit,316,PRT
1,No Deposit,316,PRT
1,No Deposit,196,USA
1,No Deposit,125,PRT
1,No Deposit,20,PRT
1,No Deposit,20,PRT
1,No Deposit,108,FRA
1,No Deposit,7,rare
1,No Deposit,116,GBR
1,No Deposit,329,NOR
1,No Deposit,133,PRT
1,No Deposit,99,rare
1,No Deposit,23,FRA
1,No Deposit,16,rare
1,No Deposit,22,FRA
1,No Deposit,22,rare
1,No Deposit,19,rare
1,No Deposit,18,PRT
1,No Deposit,324,USA
1,No Deposit,30,PRT
1,No Deposit,307,PRT
1,No Deposit,120,GBR
1,No Deposit,78,USA
1,No Deposit,4,FRA
1,No Deposit,55,GBR
1,No Deposit,78,USA
1,No Deposit,83,GBR
1,No Deposit,122,CHE
1,No Deposit,321,rare
1,No Deposit,91,PRT
1,No Deposit,262,GBR
1,No Deposit,332,rare
1,No Deposit,74,DEU
1,No Deposit,91,rare
1,No Deposit,319,DEU
1,No Deposit,120,PRT
1,No Deposit,93,PRT
1,No Deposit,119,FRA
1,No Deposit,121,FRA
1,No Deposit,96,IRL
1,No Deposit,128,GBR
1,No Deposit,171,rare
1,No Deposit,157,rare
1,No Deposit,20,rare
1,No Deposit,79,ESP
1,No Deposit,128,GBR
1,No Deposit,267,rare
1,Non Refund,183,PRT
1,No Deposit,331,GBR
1,No Deposit,209,DEU
1,No Deposit,130,rare
1,No Deposit,130,rare
1,No Deposit,23,ARG
1,No Deposit,56,PRT
1,No Deposit,91,USA
1,No Deposit,116,rare
1,No Deposit,221,GBR
1,No Deposit,95,BEL
1,No Deposit,106,GBR
1,No Deposit,78,BEL
1,No Deposit,5,rare
1,No Deposit,142,rare
1,No Deposit,110,GBR
1,No Deposit,128,GBR
1,No Deposit,119,rare
1,No Deposit,84,rare
1,No Deposit,84,DEU
1,No Deposit,254,GBR
1,No Deposit,276,CHE
1,No Deposit,123,GBR
1,No Deposit,152,rare
1,No Deposit,120,rare
1,No Deposit,210,DEU
1,No Deposit,189,GBR
1,No Deposit,276,CHE
1,No Deposit,262,rare
1,No Deposit,150,ESP
1,No Deposit,156,USA
1,No Deposit,156,USA
1,No Deposit,88,USA
1,No Deposit,236,DEU
1,No Deposit,241,rare
1,No Deposit,80,PRT
1,No Deposit,97,DEU
1,No Deposit,33,rare
1,No Deposit,153,rare
1,No Deposit,96,CHE
1,No Deposit,34,ESP
1,No Deposit,223,PRT
1,No Deposit,51,rare
1,No Deposit,77,rare
1,No Deposit,19,rare
1,No Deposit,185,rare
1,No Deposit,159,rare
1,No Deposit,334,rare
1,No Deposit,130,rare
1,No Deposit,38,PRT
1,No Deposit,38,PRT
1,No Deposit,21,rare
1,No Deposit,8,rare
1,No Deposit,309,PRT
1,No Deposit,19,FRA
1,No Deposit,309,PRT
1,No Deposit,14,rare
1,No Deposit,67,rare
1,No Deposit,105,PRT
1,No Deposit,105,PRT
1,No Deposit,22,rare
1,No Deposit,10,FRA
1,No Deposit,106,GBR
1,No Deposit,105,PRT
1,No Deposit,190,BEL
1,No Deposit,356,rare
1,No Deposit,94,FRA
1,No Deposit,221,rare
1,No Deposit,119,rare
1,No Deposit,173,DEU
1,No Deposit,92,ESP
1,No Deposit,309,PRT
1,No Deposit,141,GBR
1,Non Refund,151,PRT
1,No Deposit,366,PRT
1,No Deposit,85,ARG
1,Non Refund,197,PRT
1,No Deposit,8,rare
1,No Deposit,270,rare
1,No Deposit,309,PRT
1,No Deposit,85,GBR
1,No Deposit,94,rare
1,No Deposit,20,PRT
1,No Deposit,224,USA
1,No Deposit,88,PRT
1,No Deposit,287,DEU
1,No Deposit,10,PRT
1,No Deposit,11,FRA
1,No Deposit,20,DEU
1,No Deposit,20,DEU
1,No Deposit,167,FRA
1,No Deposit,68,PRT
1,No Deposit,25,rare
1,No Deposit,71,PRT
1,No Deposit,201,FRA
1,No Deposit,23,FRA
1,No Deposit,68,PRT
1,No Deposit,182,DEU
1,No Deposit,16,PRT
1,No Deposit,98,rare
1,No Deposit,365,rare
1,No Deposit,4,PRT
1,No Deposit,0,PRT
1,No Deposit,345,rare
1,No Deposit,197,rare
1,No Deposit,24,rare
1,No Deposit,24,rare
1,No Deposit,218,CHE
1,No Deposit,24,rare
1,No Deposit,15,ROU
1,No Deposit,21,rare
1,No Deposit,320,PRT
1,No Deposit,30,rare
1,Non Refund,164,PRT
1,Non Refund,179,PRT
1,Non Refund,104,PRT
1,Non Refund,104,PRT
1,No Deposit,22,DEU
1,No Deposit,103,DEU
1,No Deposit,160,rare
1,No Deposit,11,rare
1,No Deposit,47,PRT
1,No Deposit,103,DEU
1,Non Refund,164,PRT
1,Non Refund,164,PRT
1,No Deposit,22,ARG
1,Non Refund,193,PRT
1,No Deposit,70,FRA
1,No Deposit,116,FRA
1,No Deposit,210,DEU
1,No Deposit,78,CHE
1,No Deposit,19,rare
1,No Deposit,77,CHE
1,No Deposit,172,FRA
1,No Deposit,344,FRA
1,No Deposit,67,DEU
1,No Deposit,67,DEU
1,No Deposit,104,rare
1,No Deposit,37,rare
1,No Deposit,188,rare
1,No Deposit,101,BEL
1,No Deposit,102,DEU
1,Non Refund,394,PRT
1,Non Refund,394,PRT
1,No Deposit,346,rare
1,No Deposit,20,rare
1,No Deposit,70,PRT
1,No Deposit,21,rare
1,No Deposit,312,PRT
1,No Deposit,108,rare
1,No Deposit,320,rare
1,No Deposit,75,IRL
1,No Deposit,71,FRA
1,No Deposit,25,PRT
1,No Deposit,104,USA
1,No Deposit,120,BEL
1,No Deposit,182,rare
1,No Deposit,88,rare
1,No Deposit,86,rare
1,No Deposit,99,FRA
1,No Deposit,183,FRA
1,No Deposit,57,DEU
1,No Deposit,297,DEU
1,No Deposit,40,rare
1,No Deposit,13,USA
1,No Deposit,86,rare
1,No Deposit,12,GBR
1,No Deposit,12,PRT
1,No Deposit,57,rare
1,No Deposit,313,PRT
1,No Deposit,32,PRT
1,No Deposit,0,PRT
1,No Deposit,27,ESP
1,No Deposit,1,PRT
1,No Deposit,237,rare
1,No Deposit,192,rare
1,No Deposit,56,PRT
1,No Deposit,40,FRA
1,No Deposit,66,rare
1,No Deposit,15,ESP
1,No Deposit,69,rare
1,No Deposit,28,ESP
1,No Deposit,79,rare
1,No Deposit,395,PRT
1,No Deposit,49,rare
1,No Deposit,267,rare
1,No Deposit,88,rare
1,No Deposit,266,rare
1,No Deposit,61,DEU
1,No Deposit,66,BEL
1,No Deposit,119,ARG
1,No Deposit,105,NOR
1,No Deposit,79,USA
1,No Deposit,0,PRT
1,No Deposit,96,rare
1,No Deposit,10,PRT
1,No Deposit,55,rare
1,No Deposit,356,GBR
1,No Deposit,47,GBR
1,No Deposit,323,GBR
1,No Deposit,127,GBR
1,Non Refund,115,PRT
1,No Deposit,115,BEL
1,No Deposit,115,rare
1,No Deposit,178,CHE
1,Non Refund,122,PRT
1,No Deposit,115,rare
1,No Deposit,10,PRT
1,No Deposit,140,BEL
1,No Deposit,119,DEU
1,No Deposit,14,GBR
1,No Deposit,57,rare
1,No Deposit,9,CHE
1,No Deposit,67,DEU
1,No Deposit,75,CHE
1,No Deposit,107,rare
1,No Deposit,236,rare
1,No Deposit,9,ESP
1,No Deposit,52,CHE
1,No Deposit,123,ARG
1,No Deposit,48,CHE
1,No Deposit,94,rare
1,No Deposit,46,FRA
1,No Deposit,84,FRA
1,No Deposit,85,rare
1,No Deposit,226,rare
1,No Deposit,31,PRT
1,Non Refund,175,PRT
1,No Deposit,15,rare
1,No Deposit,151,USA
1,No Deposit,105,rare
1,No Deposit,28,PRT
1,No Deposit,108,rare
1,Non Refund,192,PRT
1,No Deposit,14,rare
1,No Deposit,178,GBR
1,Non Refund,105,PRT
1,No Deposit,123,FRA
1,No Deposit,80,GBR
1,No Deposit,178,GBR
1,No Deposit,317,DEU
1,No Deposit,11,PRT
1,No Deposit,103,rare
1,No Deposit,112,IRL
1,No Deposit,28,rare
1,No Deposit,178,GBR
1,No Deposit,178,GBR
1,No Deposit,140,rare
1,No Deposit,69,PRT
1,No Deposit,99,PRT
1,No Deposit,24,USA
1,Non Refund,120,PRT
1,No Deposit,58,ESP
1,No Deposit,111,IRL
1,No Deposit,131,rare
1,Non Refund,175,PRT
1,No Deposit,179,ESP
1,No Deposit,69,PRT
1,No Deposit,173,DEU
1,Non Refund,198,PRT
1,No Deposit,101,ESP
1,No Deposit,112,GBR
1,No Deposit,191,GBR
1,No Deposit,82,FRA
1,No Deposit,72,rare
1,No Deposit,101,ESP
1,No Deposit,134,GBR
1,Non Refund,165,PRT
1,No Deposit,32,rare
1,No Deposit,93,rare
1,No Deposit,209,rare
1,No Deposit,90,FRA
1,No Deposit,36,PRT
1,No Deposit,185,IRL
1,No Deposit,24,PRT
1,No Deposit,121,rare
1,No Deposit,4,rare
1,No Deposit,93,PRT
1,No Deposit,212,rare
1,Non Refund,113,PRT
1,No Deposit,75,PRT
1,No Deposit,25,PRT
1,Non Refund,420,PRT
1,No Deposit,95,DEU
1,Non Refund,420,PRT
1,No Deposit,29,POL
1,Non Refund,420,PRT
1,No Deposit,75,PRT
1,No Deposit,24,rare
1,No Deposit,38,PRT
1,Non Refund,176,PRT
1,No Deposit,79,PRT
1,No Deposit,66,ESP
1,No Deposit,117,rare
1,No Deposit,200,rare
1,No Deposit,77,USA
1,No Deposit,75,PRT
1,No Deposit,178,rare
1,No Deposit,20,BEL
1,No Deposit,118,rare
1,No Deposit,24,rare
1,No Deposit,67,ESP
1,No Deposit,49,rare
1,No Deposit,116,rare
1,No Deposit,1,PRT
1,No Deposit,127,FRA
1,No Deposit,102,DEU
1,No Deposit,210,rare
1,No Deposit,210,rare
1,No Deposit,183,FRA
1,No Deposit,183,FRA
1,No Deposit,25,IRL
1,No Deposit,26,rare
1,No Deposit,26,rare
1,No Deposit,77,PRT
1,No Deposit,61,GBR
1,No Deposit,12,rare
1,No Deposit,19,FRA
1,No Deposit,101,rare
1,No Deposit,97,IRL
1,No Deposit,161,GBR
1,No Deposit,99,DEU
1,No Deposit,123,IRL
1,No Deposit,97,IRL
1,No Deposit,28,rare
1,No Deposit,27,rare
1,No Deposit,138,rare
1,No Deposit,18,FRA
1,No Deposit,49,FRA
1,No Deposit,80,PRT
1,No Deposit,128,rare
1,No Deposit,189,GBR
1,No Deposit,27,GBR
1,No Deposit,84,DEU
1,No Deposit,180,DEU
1,No Deposit,91,BEL
1,No Deposit,128,FRA
1,No Deposit,270,BEL
1,No Deposit,211,rare
1,No Deposit,211,rare
1,No Deposit,209,rare
1,No Deposit,211,rare
1,No Deposit,29,rare
1,No Deposit,29,rare
1,No Deposit,18,USA
1,No Deposit,26,IRL
1,No Deposit,12,PRT
1,No Deposit,13,PRT
1,No Deposit,286,PRT
1,No Deposit,286,PRT
1,No Deposit,26,IRL
1,No Deposit,99,GBR
1,Non Refund,26,PRT
1,No Deposit,30,PRT
1,No Deposit,87,PRT
1,No Deposit,62,rare
1,No Deposit,18,PRT
1,No Deposit,22,PRT
1,Non Refund,59,PRT
1,No Deposit,75,PRT
1,No Deposit,159,rare
1,No Deposit,129,DEU
1,No Deposit,50,rare
1,No Deposit,27,ARG
1,No Deposit,159,rare
1,No Deposit,28,USA
1,No Deposit,8,FRA
1,No Deposit,233,FRA
1,No Deposit,19,rare
1,No Deposit,10,FRA
1,No Deposit,32,GBR
1,No Deposit,114,GBR
1,No Deposit,24,GBR
1,No Deposit,177,GBR
1,No Deposit,122,rare
1,No Deposit,69,rare
1,No Deposit,224,rare
1,No Deposit,115,rare
1,No Deposit,270,CHE
1,No Deposit,69,rare
1,No Deposit,232,rare
1,No Deposit,230,NOR
1,No Deposit,230,NOR
1,No Deposit,212,rare
1,No Deposit,117,FRA
1,Non Refund,423,PRT
1,No Deposit,6,PRT
1,No Deposit,92,FRA
1,No Deposit,5,PRT
1,No Deposit,8,rare
1,No Deposit,17,GBR
1,No Deposit,141,PRT
1,No Deposit,216,rare
1,No Deposit,8,PRT
1,No Deposit,350,rare
1,No Deposit,201,CHE
1,No Deposit,160,GBR
1,No Deposit,209,rare
1,No Deposit,147,BEL
1,No Deposit,147,BEL
1,No Deposit,147,BEL
1,No Deposit,240,rare
1,No Deposit,99,rare
1,No Deposit,147,BEL
1,No Deposit,284,rare
1,No Deposit,95,FRA
1,No Deposit,20,PRT
1,No Deposit,20,PRT
1,No Deposit,208,PRT
1,No Deposit,353,GBR
1,No Deposit,357,GBR
1,No Deposit,305,GBR
1,No Deposit,68,rare
1,No Deposit,357,GBR
1,No Deposit,166,rare
1,No Deposit,357,GBR
1,No Deposit,357,GBR
1,No Deposit,357,GBR
1,No Deposit,357,GBR
1,No Deposit,357,GBR
1,No Deposit,166,rare
1,No Deposit,67,GBR
1,No Deposit,73,rare
1,No Deposit,352,GBR
1,No Deposit,357,GBR
1,No Deposit,194,PRT
1,No Deposit,13,GBR
1,No Deposit,273,rare
1,No Deposit,341,BEL
1,No Deposit,273,rare
1,No Deposit,143,CHE
1,No Deposit,174,GBR
1,No Deposit,28,PRT
1,No Deposit,356,GBR
1,No Deposit,191,ESP
1,No Deposit,294,rare
1,No Deposit,311,rare
1,No Deposit,170,rare
1,No Deposit,225,DEU
1,No Deposit,201,DEU
1,No Deposit,294,rare
1,No Deposit,228,GBR
1,No Deposit,173,FRA
1,No Deposit,262,CHE
1,No Deposit,147,BEL
1,No Deposit,130,FRA
1,No Deposit,243,ESP
1,No Deposit,228,GBR
1,No Deposit,249,GBR
1,No Deposit,262,CHE
1,No Deposit,310,rare
1,No Deposit,250,rare
1,No Deposit,262,CHE
1,No Deposit,61,PRT
1,No Deposit,211,NOR
1,No Deposit,243,ESP
1,No Deposit,243,ESP
1,No Deposit,262,CHE
1,No Deposit,211,NOR
1,No Deposit,310,rare
1,No Deposit,292,rare
1,No Deposit,297,rare
1,No Deposit,296,rare
1,No Deposit,270,PRT
1,No Deposit,73,PRT
1,No Deposit,311,rare
1,No Deposit,138,PRT
1,No Deposit,189,rare
1,No Deposit,158,GBR
1,No Deposit,328,ESP
1,Non Refund,181,PRT
1,Non Refund,213,PRT
1,No Deposit,249,FRA
1,No Deposit,161,PRT
1,Non Refund,167,PRT
1,No Deposit,15,FRA
1,No Deposit,230,FRA
1,No Deposit,230,GBR
1,No Deposit,284,rare
1,No Deposit,240,BEL
1,No Deposit,274,NOR
1,No Deposit,146,rare
1,Non Refund,201,PRT
1,No Deposit,226,FRA
1,No Deposit,279,FRA
1,No Deposit,68,DEU
1,No Deposit,219,PRT
1,No Deposit,230,GBR
1,No Deposit,149,DEU
1,No Deposit,197,GBR
1,No Deposit,247,DEU
1,No Deposit,254,CHE
1,No Deposit,295,FRA
1,No Deposit,172,FRA
1,No Deposit,185,DEU
1,No Deposit,287,DEU
1,No Deposit,230,GBR
1,No Deposit,170,rare
1,No Deposit,282,rare
1,No Deposit,229,rare
1,No Deposit,267,FRA
1,No Deposit,298,DEU
1,No Deposit,212,rare
1,No Deposit,250,DEU
1,No Deposit,249,DEU
1,No Deposit,197,BEL
1,No Deposit,179,rare
1,No Deposit,32,PRT
1,No Deposit,30,PRT
1,No Deposit,25,GBR
1,No Deposit,32,PRT
1,No Deposit,32,PRT
1,No Deposit,23,USA
1,No Deposit,31,PRT
1,No Deposit,26,DEU
1,No Deposit,34,PRT
1,No Deposit,109,rare
1,No Deposit,137,IRL
1,No Deposit,236,GBR
1,No Deposit,111,GBR
1,No Deposit,89,PRT
1,No Deposit,125,rare
1,Non Refund,168,PRT
1,No Deposit,235,GBR
1,No Deposit,115,rare
1,No Deposit,36,PRT
1,No Deposit,122,FRA
1,No Deposit,235,GBR
1,No Deposit,125,rare
1,No Deposit,32,rare
1,No Deposit,130,FRA
1,No Deposit,128,PRT
1,No Deposit,269,GBR
1,No Deposit,204,GBR
1,No Deposit,102,GBR
1,No Deposit,35,rare
1,Non Refund,261,PRT
1,No Deposit,175,DEU
1,No Deposit,123,DEU
1,No Deposit,131,PRT
1,No Deposit,34,rare
1,No Deposit,125,ROU
1,No Deposit,105,FRA
1,No Deposit,37,PRT
1,No Deposit,95,rare
1,No Deposit,13,PRT
1,No Deposit,124,USA
1,No Deposit,283,USA
